date,un_region,who_region,country,iso_code,cases_new,cases_total,deaths_new,deaths_total,recovered_new,recovered_total,hosp_new,hosp_total,tested_new,tested_total
2022-12-12,Asia,SEARO,India,IN,159,44674981,0,530658,NA,NA,NA,NA,NA,NA
2022-12-13,Asia,SEARO,India,IN,114,44675095,0,530658,NA,NA,NA,NA,NA,NA
2022-12-14,Asia,SEARO,India,IN,152,44675247,0,530658,NA,NA,NA,NA,NA,NA
2022-12-15,Asia,SEARO,India,IN,200,44675447,5,530663,NA,NA,NA,NA,NA,NA
2022-12-16,Asia,SEARO,India,IN,162,44675609,0,530663,NA,NA,NA,NA,NA,NA
2022-12-17,Asia,SEARO,India,IN,167,44675776,4,530667,NA,NA,NA,NA,NA,NA
2022-12-18,Asia,SEARO,India,IN,176,44675952,5,530672,NA,NA,NA,NA,NA,NA
2022-12-19,Asia,SEARO,India,IN,135,44676087,2,530674,NA,NA,NA,NA,NA,NA
2022-12-20,Asia,SEARO,India,IN,112,44676199,3,530677,NA,NA,NA,NA,NA,NA
2022-12-21,Asia,SEARO,India,IN,131,44676330,3,530680,NA,NA,NA,NA,NA,NA
2022-12-22,Asia,SEARO,India,IN,185,44676515,1,530681,NA,NA,NA,NA,NA,NA
2022-12-23,Asia,SEARO,India,IN,163,44676678,9,530690,NA,NA,NA,NA,NA,NA
2022-12-24,Asia,SEARO,India,IN,201,44676879,1,530691,NA,NA,NA,NA,NA,NA
2022-12-25,Asia,SEARO,India,IN,227,44677106,2,530693,NA,NA,NA,NA,NA,NA
2022-12-26,Asia,SEARO,India,IN,196,44677302,2,530695,NA,NA,NA,NA,NA,NA
2022-12-27,Asia,SEARO,India,IN,157,44677459,1,530696,NA,NA,NA,NA,NA,NA
2022-12-28,Asia,SEARO,India,IN,188,44677647,0,530696,NA,NA,NA,NA,NA,NA
2022-12-29,Asia,SEARO,India,IN,268,44677915,2,530698,NA,NA,NA,NA,NA,NA
2022-12-30,Asia,SEARO,India,IN,243,44678158,1,530699,NA,NA,NA,NA,NA,NA
2022-12-31,Asia,SEARO,India,IN,226,44678384,3,530702,NA,NA,NA,NA,NA,NA
2023-01-01,Asia,SEARO,India,IN,265,44678649,3,530705,NA,NA,NA,NA,NA,NA
2023-01-02,Asia,SEARO,India,IN,173,44678822,2,530707,NA,NA,NA,NA,NA,NA
2023-01-03,Asia,SEARO,India,IN,134,44678956,0,530707,NA,NA,NA,NA,NA,NA
2023-01-04,Asia,SEARO,India,IN,175,44679131,0,530707,NA,NA,NA,NA,NA,NA
2023-01-05,Asia,SEARO,India,IN,188,44679319,3,530710,NA,NA,NA,NA,NA,NA
2023-01-06,Asia,SEARO,India,IN,228,44679547,4,530714,NA,NA,NA,NA,NA,NA
2023-01-07,Asia,SEARO,India,IN,214,44679761,4,530718,NA,NA,NA,NA,NA,NA
2023-01-08,Asia,SEARO,India,IN,163,44679924,2,530720,NA,NA,NA,NA,NA,NA
2023-01-09,Asia,SEARO,India,IN,170,44680094,1,530721,NA,NA,NA,NA,NA,NA
2023-01-10,Asia,SEARO,India,IN,121,44680215,1,530722,NA,NA,NA,NA,NA,NA
2023-01-11,Asia,SEARO,India,IN,171,44680386,0,530722,NA,NA,NA,NA,NA,NA
2023-01-12,Asia,SEARO,India,IN,197,44680583,1,530723,NA,NA,NA,NA,NA,NA
2023-01-13,Asia,SEARO,India,IN,174,44680757,2,530725,NA,NA,NA,NA,NA,NA
2023-01-14,Asia,SEARO,India,IN,179,44680936,1,530726,NA,NA,NA,NA,NA,NA
2023-01-15,Asia,SEARO,India,IN,104,44681040,0,530726,NA,NA,NA,NA,NA,NA
2023-01-16,Asia,SEARO,India,IN,114,44681154,0,530726,NA,NA,NA,NA,NA,NA
2023-01-17,Asia,SEARO,India,IN,79,44681233,0,530726,NA,NA,NA,NA,NA,NA
2023-01-18,Asia,SEARO,India,IN,138,44681371,2,530728,NA,NA,NA,NA,NA,NA
2023-01-19,Asia,SEARO,India,IN,134,44681505,0,530728,NA,NA,NA,NA,NA,NA
2023-01-20,Asia,SEARO,India,IN,145,44681650,0,530728,NA,NA,NA,NA,NA,NA
2023-01-21,Asia,SEARO,India,IN,131,44681781,2,530730,NA,NA,NA,NA,NA,NA
2023-01-22,Asia,SEARO,India,IN,140,44681921,3,530733,NA,NA,NA,NA,NA,NA
2023-01-23,Asia,SEARO,India,IN,94,44682015,2,530735,NA,NA,NA,NA,NA,NA
2023-01-24,Asia,SEARO,India,IN,89,44682104,2,530737,NA,NA,NA,NA,NA,NA
2023-01-25,Asia,SEARO,India,IN,102,44682206,0,530737,NA,NA,NA,NA,NA,NA
2023-01-26,Asia,SEARO,India,IN,132,44682338,1,530738,NA,NA,NA,NA,NA,NA
2023-01-27,Asia,SEARO,India,IN,99,44682437,1,530739,NA,NA,NA,NA,NA,NA
2023-01-28,Asia,SEARO,India,IN,93,44682530,0,530739,NA,NA,NA,NA,NA,NA
2023-01-29,Asia,SEARO,India,IN,109,44682639,1,530740,NA,NA,NA,NA,NA,NA
2023-01-30,Asia,SEARO,India,IN,80,44682719,0,530740,NA,NA,NA,NA,NA,NA
2023-01-31,Asia,SEARO,India,IN,65,44682784,0,530740,NA,NA,NA,NA,NA,NA
2023-02-01,Asia,SEARO,India,IN,111,44682895,0,530740,NA,NA,NA,NA,NA,NA
2023-02-02,Asia,SEARO,India,IN,128,44683023,1,530741,NA,NA,NA,NA,NA,NA
2023-02-03,Asia,SEARO,India,IN,99,44683122,0,530741,NA,NA,NA,NA,NA,NA
2023-02-04,Asia,SEARO,India,IN,128,44683250,0,530741,NA,NA,NA,NA,NA,NA
2023-02-05,Asia,SEARO,India,IN,113,44683363,4,530745,NA,NA,NA,NA,NA,NA
2023-02-06,Asia,SEARO,India,IN,91,44683454,0,530745,NA,NA,NA,NA,NA,NA
2023-02-07,Asia,SEARO,India,IN,89,44683543,0,530745,NA,NA,NA,NA,NA,NA
2023-02-08,Asia,SEARO,India,IN,96,44683639,1,530746,NA,NA,NA,NA,NA,NA
2023-02-09,Asia,SEARO,India,IN,109,44683748,2,530748,NA,NA,NA,NA,NA,NA
2023-02-10,Asia,SEARO,India,IN,114,44683862,2,530750,NA,NA,NA,NA,NA,NA
2023-02-11,Asia,SEARO,India,IN,132,44683994,0,530750,NA,NA,NA,NA,NA,NA
2023-02-12,Asia,SEARO,India,IN,124,44684118,0,530750,NA,NA,NA,NA,NA,NA
2023-02-13,Asia,SEARO,India,IN,79,44684197,0,530750,NA,NA,NA,NA,NA,NA
2023-02-14,Asia,SEARO,India,IN,77,44684274,3,530753,NA,NA,NA,NA,NA,NA
2023-02-15,Asia,SEARO,India,IN,102,44684376,3,530756,NA,NA,NA,NA,NA,NA
2023-02-16,Asia,SEARO,India,IN,126,44684502,1,530757,NA,NA,NA,NA,NA,NA
2023-02-17,Asia,SEARO,India,IN,156,44684658,0,530757,NA,NA,NA,NA,NA,NA
2023-02-18,Asia,SEARO,India,IN,117,44684775,0,530757,NA,NA,NA,NA,NA,NA
2023-02-19,Asia,SEARO,India,IN,142,44684917,3,530760,NA,NA,NA,NA,NA,NA
2023-02-20,Asia,SEARO,India,IN,120,44685037,1,530761,NA,NA,NA,NA,NA,NA
2023-02-21,Asia,SEARO,India,IN,95,44685132,0,530761,NA,NA,NA,NA,NA,NA
2023-02-22,Asia,SEARO,India,IN,125,44685257,1,530762,NA,NA,NA,NA,NA,NA
2023-02-23,Asia,SEARO,India,IN,193,44685450,1,530763,NA,NA,NA,NA,NA,NA
2023-02-24,Asia,SEARO,India,IN,169,44685619,1,530764,NA,NA,NA,NA,NA,NA
2023-02-25,Asia,SEARO,India,IN,180,44685799,0,530764,NA,NA,NA,NA,NA,NA
2023-02-26,Asia,SEARO,India,IN,218,44686017,5,530769,NA,NA,NA,NA,NA,NA
2023-02-27,Asia,SEARO,India,IN,185,44686202,1,530770,NA,NA,NA,NA,NA,NA
2023-02-28,Asia,SEARO,India,IN,169,44686371,1,530771,NA,NA,NA,NA,NA,NA
2023-03-01,Asia,SEARO,India,IN,240,44686611,1,530772,NA,NA,NA,NA,NA,NA
2023-03-02,Asia,SEARO,India,IN,268,44686879,0,530772,NA,NA,NA,NA,NA,NA
2023-03-03,Asia,SEARO,India,IN,283,44687162,0,530772,NA,NA,NA,NA,NA,NA
2023-03-04,Asia,SEARO,India,IN,334,44687496,3,530775,NA,NA,NA,NA,NA,NA
2023-03-05,Asia,SEARO,India,IN,324,44687820,0,530775,NA,NA,NA,NA,NA,NA
2023-03-06,Asia,SEARO,India,IN,281,44688101,0,530775,NA,NA,NA,NA,NA,NA
2023-03-07,Asia,SEARO,India,IN,266,44688367,0,530775,NA,NA,NA,NA,NA,NA
2023-03-08,Asia,SEARO,India,IN,326,44688693,0,530775,NA,NA,NA,NA,NA,NA
2023-03-09,Asia,SEARO,India,IN,379,44689072,1,530776,NA,NA,NA,NA,NA,NA
2023-03-10,Asia,SEARO,India,IN,440,44689512,3,530779,NA,NA,NA,NA,NA,NA
2023-03-11,Asia,SEARO,India,IN,456,44689968,1,530780,NA,NA,NA,NA,NA,NA
2023-03-12,Asia,SEARO,India,IN,524,44690492,1,530781,NA,NA,NA,NA,NA,NA
2023-03-13,Asia,SEARO,India,IN,444,44690936,1,530782,NA,NA,NA,NA,NA,NA
2023-03-14,Asia,SEARO,India,IN,402,44691338,2,530784,NA,NA,NA,NA,NA,NA
2023-03-15,Asia,SEARO,India,IN,618,44691956,5,530789,NA,NA,NA,NA,NA,NA
2023-03-16,Asia,SEARO,India,IN,754,44692710,1,530790,NA,NA,NA,NA,NA,NA
2023-03-17,Asia,SEARO,India,IN,796,44693506,5,530795,NA,NA,NA,NA,NA,NA
2023-03-18,Asia,SEARO,India,IN,843,44694349,4,530799,NA,NA,NA,NA,NA,NA
2023-03-19,Asia,SEARO,India,IN,1071,44695420,3,530802,NA,NA,NA,NA,NA,NA
2023-03-20,Asia,SEARO,India,IN,918,44696338,4,530806,NA,NA,NA,NA,NA,NA
2023-03-21,Asia,SEARO,India,IN,646,44696984,2,530808,NA,NA,NA,NA,NA,NA
2023-03-22,Asia,SEARO,India,IN,1134,44698118,5,530813,NA,NA,NA,NA,NA,NA
2023-03-23,Asia,SEARO,India,IN,1300,44699418,3,530816,NA,NA,NA,NA,NA,NA
2023-03-24,Asia,SEARO,India,IN,1249,44700667,2,530818,NA,NA,NA,NA,NA,NA
2023-03-25,Asia,SEARO,India,IN,1590,44702257,6,530824,NA,NA,NA,NA,NA,NA
2023-03-26,Asia,SEARO,India,IN,1890,44704147,7,530831,NA,NA,NA,NA,NA,NA
2023-03-27,Asia,SEARO,India,IN,1805,44705952,6,530837,NA,NA,NA,NA,NA,NA
2023-03-28,Asia,SEARO,India,IN,1573,44707525,4,530841,NA,NA,NA,NA,NA,NA
2023-03-29,Asia,SEARO,India,IN,2151,44709676,7,530848,NA,NA,NA,NA,NA,NA
2023-03-30,Asia,SEARO,India,IN,3016,44712692,14,530862,NA,NA,NA,NA,NA,NA
2023-03-31,Asia,SEARO,India,IN,3094,44715786,5,530867,NA,NA,NA,NA,NA,NA
2023-04-01,Asia,SEARO,India,IN,2995,44718781,9,530876,NA,NA,NA,NA,NA,NA
2023-04-02,Asia,SEARO,India,IN,3824,44722605,5,530881,NA,NA,NA,NA,NA,NA
2023-04-03,Asia,SEARO,India,IN,3641,44726246,11,530892,NA,NA,NA,NA,NA,NA
2023-04-04,Asia,SEARO,India,IN,3038,44729284,9,530901,NA,NA,NA,NA,NA,NA
2023-04-05,Asia,SEARO,India,IN,0,44729284,0,530901,NA,NA,NA,NA,NA,NA
2023-04-06,Asia,SEARO,India,IN,0,44729284,0,530901,NA,NA,NA,NA,NA,NA
