date,un_region,who_region,country,iso_code,cases_new,cases_total,deaths_new,deaths_total,recovered_new,recovered_total,hosp_new,hosp_total,tested_new,tested_total
2022-03-14,Asia,SEARO,India,IN,2503,42993494,27,515877,NA,NA,NA,NA,NA,NA
2022-03-15,Asia,SEARO,India,IN,2568,42996062,97,515974,NA,NA,NA,NA,NA,NA
2022-03-16,Asia,SEARO,India,IN,2876,42998938,98,516072,NA,NA,NA,NA,NA,NA
2022-03-17,Asia,SEARO,India,IN,2539,43001477,60,516132,NA,NA,NA,NA,NA,NA
2022-03-18,Asia,SEARO,India,IN,2528,43004005,149,516281,NA,NA,NA,NA,NA,NA
2022-03-19,Asia,SEARO,India,IN,2075,43006080,71,516352,NA,NA,NA,NA,NA,NA
2022-03-20,Asia,SEARO,India,IN,1761,43007841,127,516479,NA,NA,NA,NA,NA,NA
2022-03-21,Asia,SEARO,India,IN,1549,43009390,31,516510,NA,NA,NA,NA,NA,NA
2022-03-22,Asia,SEARO,India,IN,1581,43010971,33,516543,NA,NA,NA,NA,NA,NA
2022-03-23,Asia,SEARO,India,IN,1778,43012749,62,516605,NA,NA,NA,NA,NA,NA
2022-03-24,Asia,SEARO,India,IN,1938,43014687,67,516672,NA,NA,NA,NA,NA,NA
2022-03-25,Asia,SEARO,India,IN,1685,43016372,83,516755,NA,NA,NA,NA,NA,NA
2022-03-26,Asia,SEARO,India,IN,1660,43018032,4100,520855,NA,NA,NA,NA,NA,NA
2022-03-27,Asia,SEARO,India,IN,1421,43019453,149,521004,NA,NA,NA,NA,NA,NA
2022-03-28,Asia,SEARO,India,IN,1270,43020723,31,521035,NA,NA,NA,NA,NA,NA
2022-03-29,Asia,SEARO,India,IN,1259,43021982,35,521070,NA,NA,NA,NA,NA,NA
2022-03-30,Asia,SEARO,India,IN,1233,43023215,31,521101,NA,NA,NA,NA,NA,NA
2022-03-31,Asia,SEARO,India,IN,1225,43024440,28,521129,NA,NA,NA,NA,NA,NA
2022-04-01,Asia,SEARO,India,IN,1335,43025775,52,521181,NA,NA,NA,NA,NA,NA
2022-04-02,Asia,SEARO,India,IN,1260,43027035,83,521264,NA,NA,NA,NA,NA,NA
2022-04-03,Asia,SEARO,India,IN,1096,43028131,81,521345,NA,NA,NA,NA,NA,NA
2022-04-04,Asia,SEARO,India,IN,913,43029044,13,521358,NA,NA,NA,NA,NA,NA
2022-04-05,Asia,SEARO,India,IN,795,43029839,58,521416,NA,NA,NA,NA,NA,NA
2022-04-06,Asia,SEARO,India,IN,1086,43030925,71,521487,NA,NA,NA,NA,NA,NA
2022-04-07,Asia,SEARO,India,IN,1033,43031958,43,521530,NA,NA,NA,NA,NA,NA
2022-04-08,Asia,SEARO,India,IN,1109,43033067,43,521573,NA,NA,NA,NA,NA,NA
2022-04-09,Asia,SEARO,India,IN,1150,43034217,83,521656,NA,NA,NA,NA,NA,NA
2022-04-10,Asia,SEARO,India,IN,1054,43035271,29,521685,NA,NA,NA,NA,NA,NA
2022-04-11,Asia,SEARO,India,IN,861,43036132,6,521691,NA,NA,NA,NA,NA,NA
2022-04-12,Asia,SEARO,India,IN,796,43036928,19,521710,NA,NA,NA,NA,NA,NA
2022-04-13,Asia,SEARO,India,IN,1088,43038016,26,521736,NA,NA,NA,NA,NA,NA
2022-04-14,Asia,SEARO,India,IN,1007,43039023,1,521737,NA,NA,NA,NA,NA,NA
2022-04-15,Asia,SEARO,India,IN,949,43039972,6,521743,NA,NA,NA,NA,NA,NA
2022-04-16,Asia,SEARO,India,IN,975,43040947,4,521747,NA,NA,NA,NA,NA,NA
2022-04-17,Asia,SEARO,India,IN,1150,43042097,4,521751,NA,NA,NA,NA,NA,NA
2022-04-18,Asia,SEARO,India,IN,2183,43044280,214,521965,NA,NA,NA,NA,NA,NA
2022-04-19,Asia,SEARO,India,IN,1247,43045527,1,521966,NA,NA,NA,NA,NA,NA
2022-04-20,Asia,SEARO,India,IN,2067,43047594,40,522006,NA,NA,NA,NA,NA,NA
2022-04-21,Asia,SEARO,India,IN,2380,43049974,56,522062,NA,NA,NA,NA,NA,NA
2022-04-22,Asia,SEARO,India,IN,2451,43052425,54,522116,NA,NA,NA,NA,NA,NA
2022-04-23,Asia,SEARO,India,IN,2527,43054952,33,522149,NA,NA,NA,NA,NA,NA
2022-04-24,Asia,SEARO,India,IN,2593,43057545,44,522193,NA,NA,NA,NA,NA,NA
2022-04-25,Asia,SEARO,India,IN,2541,43060086,30,522223,NA,NA,NA,NA,NA,NA
2022-04-26,Asia,SEARO,India,IN,2483,43062569,1399,523622,NA,NA,NA,NA,NA,NA
2022-04-27,Asia,SEARO,India,IN,2927,43065496,32,523654,NA,NA,NA,NA,NA,NA
2022-04-28,Asia,SEARO,India,IN,3303,43068799,39,523693,NA,NA,NA,NA,NA,NA
2022-04-29,Asia,SEARO,India,IN,3377,43072176,60,523753,NA,NA,NA,NA,NA,NA
2022-04-30,Asia,SEARO,India,IN,3688,43075864,50,523803,NA,NA,NA,NA,NA,NA
2022-05-01,Asia,SEARO,India,IN,3324,43079188,40,523843,NA,NA,NA,NA,NA,NA
2022-05-02,Asia,SEARO,India,IN,3157,43082345,26,523869,NA,NA,NA,NA,NA,NA
2022-05-03,Asia,SEARO,India,IN,2568,43084913,20,523889,NA,NA,NA,NA,NA,NA
2022-05-04,Asia,SEARO,India,IN,3205,43088118,31,523920,NA,NA,NA,NA,NA,NA
2022-05-05,Asia,SEARO,India,IN,3275,43091393,55,523975,NA,NA,NA,NA,NA,NA
2022-05-06,Asia,SEARO,India,IN,3545,43094938,27,524002,NA,NA,NA,NA,NA,NA
2022-05-07,Asia,SEARO,India,IN,3805,43098743,22,524024,NA,NA,NA,NA,NA,NA
2022-05-08,Asia,SEARO,India,IN,3451,43102194,40,524064,NA,NA,NA,NA,NA,NA
2022-05-09,Asia,SEARO,India,IN,3207,43105401,29,524093,NA,NA,NA,NA,NA,NA
2022-05-10,Asia,SEARO,India,IN,2288,43107689,10,524103,NA,NA,NA,NA,NA,NA
2022-05-11,Asia,SEARO,India,IN,2897,43110586,54,524157,NA,NA,NA,NA,NA,NA
2022-05-12,Asia,SEARO,India,IN,2827,43113413,24,524181,NA,NA,NA,NA,NA,NA
2022-05-13,Asia,SEARO,India,IN,2841,43116254,9,524190,NA,NA,NA,NA,NA,NA
2022-05-14,Asia,SEARO,India,IN,2858,43119112,11,524201,NA,NA,NA,NA,NA,NA
2022-05-15,Asia,SEARO,India,IN,2487,43121599,13,524214,NA,NA,NA,NA,NA,NA
2022-05-16,Asia,SEARO,India,IN,2202,43123801,27,524241,NA,NA,NA,NA,NA,NA
2022-05-17,Asia,SEARO,India,IN,1569,43125370,19,524260,NA,NA,NA,NA,NA,NA
2022-05-18,Asia,SEARO,India,IN,1829,43127199,33,524293,NA,NA,NA,NA,NA,NA
2022-05-19,Asia,SEARO,India,IN,2364,43129563,10,524303,NA,NA,NA,NA,NA,NA
2022-05-20,Asia,SEARO,India,IN,2259,43131822,20,524323,NA,NA,NA,NA,NA,NA
2022-05-21,Asia,SEARO,India,IN,2323,43134145,25,524348,NA,NA,NA,NA,NA,NA
2022-05-22,Asia,SEARO,India,IN,2226,43136371,65,524413,NA,NA,NA,NA,NA,NA
2022-05-23,Asia,SEARO,India,IN,2022,43138393,46,524459,NA,NA,NA,NA,NA,NA
2022-05-24,Asia,SEARO,India,IN,1675,43140068,31,524490,NA,NA,NA,NA,NA,NA
2022-05-25,Asia,SEARO,India,IN,2124,43142192,17,524507,NA,NA,NA,NA,NA,NA
2022-05-26,Asia,SEARO,India,IN,2628,43144820,18,524525,NA,NA,NA,NA,NA,NA
2022-05-27,Asia,SEARO,India,IN,2710,43147530,14,524539,NA,NA,NA,NA,NA,NA
2022-05-28,Asia,SEARO,India,IN,2685,43150215,33,524572,NA,NA,NA,NA,NA,NA
2022-05-29,Asia,SEARO,India,IN,2828,43153043,14,524586,NA,NA,NA,NA,NA,NA
2022-05-30,Asia,SEARO,India,IN,2706,43155749,25,524611,NA,NA,NA,NA,NA,NA
2022-05-31,Asia,SEARO,India,IN,2338,43158087,19,524630,NA,NA,NA,NA,NA,NA
2022-06-01,Asia,SEARO,India,IN,2745,43160832,6,524636,NA,NA,NA,NA,NA,NA
2022-06-02,Asia,SEARO,India,IN,3712,43164544,5,524641,NA,NA,NA,NA,NA,NA
2022-06-03,Asia,SEARO,India,IN,4041,43168585,10,524651,NA,NA,NA,NA,NA,NA
2022-06-04,Asia,SEARO,India,IN,3962,43172547,26,524677,NA,NA,NA,NA,NA,NA
2022-06-05,Asia,SEARO,India,IN,4270,43176817,15,524692,NA,NA,NA,NA,NA,NA
2022-06-06,Asia,SEARO,India,IN,4518,43181335,9,524701,NA,NA,NA,NA,NA,NA
2022-06-07,Asia,SEARO,India,IN,3714,43185049,7,524708,NA,NA,NA,NA,NA,NA
2022-06-08,Asia,SEARO,India,IN,5233,43190282,7,524715,NA,NA,NA,NA,NA,NA
2022-06-09,Asia,SEARO,India,IN,7240,43197522,8,524723,NA,NA,NA,NA,NA,NA
2022-06-10,Asia,SEARO,India,IN,7584,43205106,24,524747,NA,NA,NA,NA,NA,NA
2022-06-11,Asia,SEARO,India,IN,8329,43213435,10,524757,NA,NA,NA,NA,NA,NA
2022-06-12,Asia,SEARO,India,IN,8582,43222017,4,524761,NA,NA,NA,NA,NA,NA
2022-06-13,Asia,SEARO,India,IN,8084,43230101,10,524771,NA,NA,NA,NA,NA,NA
2022-06-14,Asia,SEARO,India,IN,6594,43236695,6,524777,NA,NA,NA,NA,NA,NA
2022-06-15,Asia,SEARO,India,IN,8822,43245517,15,524792,NA,NA,NA,NA,NA,NA
2022-06-16,Asia,SEARO,India,IN,12213,43257730,11,524803,NA,NA,NA,NA,NA,NA
2022-06-17,Asia,SEARO,India,IN,12847,43270577,14,524817,NA,NA,NA,NA,NA,NA
2022-06-18,Asia,SEARO,India,IN,13216,43283793,23,524840,NA,NA,NA,NA,NA,NA
2022-06-19,Asia,SEARO,India,IN,12899,43296692,15,524855,NA,NA,NA,NA,NA,NA
2022-06-20,Asia,SEARO,India,IN,12781,43309473,18,524873,NA,NA,NA,NA,NA,NA
2022-06-21,Asia,SEARO,India,IN,9923,43319396,17,524890,NA,NA,NA,NA,NA,NA
2022-06-22,Asia,SEARO,India,IN,12249,43331645,13,524903,NA,NA,NA,NA,NA,NA
2022-06-23,Asia,SEARO,India,IN,13313,43344958,38,524941,NA,NA,NA,NA,NA,NA
2022-06-24,Asia,SEARO,India,IN,17336,43362294,13,524954,NA,NA,NA,NA,NA,NA
2022-06-25,Asia,SEARO,India,IN,15940,43378234,20,524974,NA,NA,NA,NA,NA,NA
2022-06-26,Asia,SEARO,India,IN,11739,43389973,25,524999,NA,NA,NA,NA,NA,NA
2022-06-27,Asia,SEARO,India,IN,17073,43407046,21,525020,NA,NA,NA,NA,NA,NA
2022-06-28,Asia,SEARO,India,IN,11793,43418839,27,525047,NA,NA,NA,NA,NA,NA
2022-06-29,Asia,SEARO,India,IN,14506,43433345,30,525077,NA,NA,NA,NA,NA,NA
2022-06-30,Asia,SEARO,India,IN,18819,43452164,39,525116,NA,NA,NA,NA,NA,NA
2022-07-01,Asia,SEARO,India,IN,17070,43469234,23,525139,NA,NA,NA,NA,NA,NA
2022-07-02,Asia,SEARO,India,IN,17092,43486326,29,525168,NA,NA,NA,NA,NA,NA
2022-07-03,Asia,SEARO,India,IN,16103,43502429,31,525199,NA,NA,NA,NA,NA,NA
2022-07-04,Asia,SEARO,India,IN,16135,43518564,24,525223,NA,NA,NA,NA,NA,NA
2022-07-05,Asia,SEARO,India,IN,13086,43531650,19,525242,NA,NA,NA,NA,NA,NA
2022-07-06,Asia,SEARO,India,IN,16159,43547809,28,525270,NA,NA,NA,NA,NA,NA
2022-07-07,Asia,SEARO,India,IN,18930,43566739,35,525305,NA,NA,NA,NA,NA,NA
2022-07-08,Asia,SEARO,India,IN,18815,43585554,38,525343,NA,NA,NA,NA,NA,NA
2022-07-09,Asia,SEARO,India,IN,18840,43604394,43,525386,NA,NA,NA,NA,NA,NA
2022-07-10,Asia,SEARO,India,IN,18257,43622651,42,525428,NA,NA,NA,NA,NA,NA
2022-07-11,Asia,SEARO,India,IN,16678,43639329,26,525454,NA,NA,NA,NA,NA,NA
2022-07-12,Asia,SEARO,India,IN,13615,43652944,20,525474,NA,NA,NA,NA,NA,NA
2022-07-13,Asia,SEARO,India,IN,16906,43669850,45,525519,NA,NA,NA,NA,NA,NA
2022-07-14,Asia,SEARO,India,IN,20139,43689989,38,525557,NA,NA,NA,NA,NA,NA
2022-07-15,Asia,SEARO,India,IN,20038,43710027,47,525604,NA,NA,NA,NA,NA,NA
2022-07-16,Asia,SEARO,India,IN,20044,43730071,56,525660,NA,NA,NA,NA,NA,NA
2022-07-17,Asia,SEARO,India,IN,20528,43750599,49,525709,NA,NA,NA,NA,NA,NA
2022-07-18,Asia,SEARO,India,IN,16935,43767534,51,525760,NA,NA,NA,NA,NA,NA
2022-07-19,Asia,SEARO,India,IN,15528,43783062,25,525785,NA,NA,NA,NA,NA,NA
2022-07-20,Asia,SEARO,India,IN,20557,43803619,40,525825,NA,NA,NA,NA,NA,NA
2022-07-21,Asia,SEARO,India,IN,21566,43825185,45,525870,NA,NA,NA,NA,NA,NA
2022-07-22,Asia,SEARO,India,IN,21880,43847065,60,525930,NA,NA,NA,NA,NA,NA
2022-07-23,Asia,SEARO,India,IN,21411,43868476,67,525997,NA,NA,NA,NA,NA,NA
2022-07-24,Asia,SEARO,India,IN,20279,43888755,36,526033,NA,NA,NA,NA,NA,NA
2022-07-25,Asia,SEARO,India,IN,16866,43905621,41,526074,NA,NA,NA,NA,NA,NA
2022-07-26,Asia,SEARO,India,IN,14830,43920451,36,526110,NA,NA,NA,NA,NA,NA
2022-07-27,Asia,SEARO,India,IN,18313,43938764,57,526167,NA,NA,NA,NA,NA,NA
2022-07-28,Asia,SEARO,India,IN,20557,43959321,45,526212,NA,NA,NA,NA,NA,NA
2022-07-29,Asia,SEARO,India,IN,20409,43979730,46,526258,NA,NA,NA,NA,NA,NA
2022-07-30,Asia,SEARO,India,IN,20408,44000138,54,526312,NA,NA,NA,NA,NA,NA
2022-07-31,Asia,SEARO,India,IN,19673,44019811,45,526357,NA,NA,NA,NA,NA,NA
2022-08-01,Asia,SEARO,India,IN,16464,44036275,39,526396,NA,NA,NA,NA,NA,NA
2022-08-02,Asia,SEARO,India,IN,13734,44050009,34,526430,NA,NA,NA,NA,NA,NA
2022-08-03,Asia,SEARO,India,IN,17135,44067144,47,526477,NA,NA,NA,NA,NA,NA
2022-08-04,Asia,SEARO,India,IN,19893,44087037,53,526530,NA,NA,NA,NA,NA,NA
2022-08-05,Asia,SEARO,India,IN,20551,44107588,70,526600,NA,NA,NA,NA,NA,NA
2022-08-06,Asia,SEARO,India,IN,19406,44126994,49,526649,NA,NA,NA,NA,NA,NA
2022-08-07,Asia,SEARO,India,IN,18738,44145732,40,526689,NA,NA,NA,NA,NA,NA
2022-08-08,Asia,SEARO,India,IN,16167,44161899,41,526730,NA,NA,NA,NA,NA,NA
2022-08-09,Asia,SEARO,India,IN,12751,44174650,42,526772,NA,NA,NA,NA,NA,NA
2022-08-10,Asia,SEARO,India,IN,16047,44190697,54,526826,NA,NA,NA,NA,NA,NA
2022-08-11,Asia,SEARO,India,IN,16299,44206996,53,526879,NA,NA,NA,NA,NA,NA
2022-08-12,Asia,SEARO,India,IN,16561,44223557,49,526928,NA,NA,NA,NA,NA,NA
2022-08-13,Asia,SEARO,India,IN,15815,44239372,68,526996,NA,NA,NA,NA,NA,NA
2022-08-14,Asia,SEARO,India,IN,14092,44253464,41,527037,NA,NA,NA,NA,NA,NA
2022-08-15,Asia,SEARO,India,IN,14917,44268381,32,527069,NA,NA,NA,NA,NA,NA
2022-08-16,Asia,SEARO,India,IN,8813,44277194,29,527098,NA,NA,NA,NA,NA,NA
2022-08-17,Asia,SEARO,India,IN,9062,44286256,36,527134,NA,NA,NA,NA,NA,NA
2022-08-18,Asia,SEARO,India,IN,12608,44298864,72,527206,NA,NA,NA,NA,NA,NA
2022-08-19,Asia,SEARO,India,IN,15754,44314618,47,527253,NA,NA,NA,NA,NA,NA
2022-08-20,Asia,SEARO,India,IN,13272,44327890,36,527289,NA,NA,NA,NA,NA,NA
2022-08-21,Asia,SEARO,India,IN,11539,44339429,43,527332,NA,NA,NA,NA,NA,NA
2022-08-22,Asia,SEARO,India,IN,9531,44348960,36,527368,NA,NA,NA,NA,NA,NA
2022-08-23,Asia,SEARO,India,IN,8586,44357546,48,527416,NA,NA,NA,NA,NA,NA
2022-08-24,Asia,SEARO,India,IN,10649,44368195,36,527452,NA,NA,NA,NA,NA,NA
2022-08-25,Asia,SEARO,India,IN,10725,44378920,36,527488,NA,NA,NA,NA,NA,NA
2022-08-26,Asia,SEARO,India,IN,10256,44389176,68,527556,NA,NA,NA,NA,NA,NA
2022-08-27,Asia,SEARO,India,IN,9520,44398696,41,527597,NA,NA,NA,NA,NA,NA
2022-08-28,Asia,SEARO,India,IN,9436,44408132,157,527754,NA,NA,NA,NA,NA,NA
2022-08-29,Asia,SEARO,India,IN,7591,44415723,45,527799,NA,NA,NA,NA,NA,NA
2022-08-30,Asia,SEARO,India,IN,5439,44421162,30,527829,NA,NA,NA,NA,NA,NA
2022-08-31,Asia,SEARO,India,IN,7231,44428393,45,527874,NA,NA,NA,NA,NA,NA
2022-09-01,Asia,SEARO,India,IN,7946,44436339,37,527911,NA,NA,NA,NA,NA,NA
2022-09-02,Asia,SEARO,India,IN,6168,44442507,21,527932,NA,NA,NA,NA,NA,NA
2022-09-03,Asia,SEARO,India,IN,7211,44449718,25,527957,NA,NA,NA,NA,NA,NA
2022-09-04,Asia,SEARO,India,IN,6817,44456535,34,527991,NA,NA,NA,NA,NA,NA
2022-09-05,Asia,SEARO,India,IN,5910,44462445,16,528007,NA,NA,NA,NA,NA,NA
2022-09-06,Asia,SEARO,India,IN,4417,44466862,23,528030,NA,NA,NA,NA,NA,NA
2022-09-07,Asia,SEARO,India,IN,5379,44472241,27,528057,NA,NA,NA,NA,NA,NA
2022-09-08,Asia,SEARO,India,IN,6395,44478636,33,528090,NA,NA,NA,NA,NA,NA
2022-09-09,Asia,SEARO,India,IN,6093,44484729,31,528121,NA,NA,NA,NA,NA,NA
2022-09-10,Asia,SEARO,India,IN,5554,44490283,18,528139,NA,NA,NA,NA,NA,NA
2022-09-11,Asia,SEARO,India,IN,5076,44495359,11,528150,NA,NA,NA,NA,NA,NA
2022-09-12,Asia,SEARO,India,IN,5221,44500580,15,528165,NA,NA,NA,NA,NA,NA
2022-09-13,Asia,SEARO,India,IN,4369,44504949,20,528185,NA,NA,NA,NA,NA,NA
2022-09-14,Asia,SEARO,India,IN,5108,44510057,31,528216,NA,NA,NA,NA,NA,NA
2022-09-15,Asia,SEARO,India,IN,6422,44516479,34,528250,NA,NA,NA,NA,NA,NA
2022-09-16,Asia,SEARO,India,IN,6298,44522777,23,528273,NA,NA,NA,NA,NA,NA
2022-09-17,Asia,SEARO,India,IN,5747,44528524,29,528302,NA,NA,NA,NA,NA,NA
2022-09-18,Asia,SEARO,India,IN,5664,44534188,35,528337,NA,NA,NA,NA,NA,NA
2022-09-19,Asia,SEARO,India,IN,4858,44539046,18,528355,NA,NA,NA,NA,NA,NA
2022-09-20,Asia,SEARO,India,IN,4043,44543089,15,528370,NA,NA,NA,NA,NA,NA
2022-09-21,Asia,SEARO,India,IN,4510,44547599,33,528403,NA,NA,NA,NA,NA,NA
2022-09-22,Asia,SEARO,India,IN,5443,44553042,26,528429,NA,NA,NA,NA,NA,NA
2022-09-23,Asia,SEARO,India,IN,5383,44558425,20,528449,NA,NA,NA,NA,NA,NA
2022-09-24,Asia,SEARO,India,IN,4912,44563337,38,528487,NA,NA,NA,NA,NA,NA
2022-09-25,Asia,SEARO,India,IN,4777,44568114,23,528510,NA,NA,NA,NA,NA,NA
2022-09-26,Asia,SEARO,India,IN,4129,44572243,20,528530,NA,NA,NA,NA,NA,NA
2022-09-27,Asia,SEARO,India,IN,3230,44575473,32,528562,NA,NA,NA,NA,NA,NA
2022-09-28,Asia,SEARO,India,IN,3615,44579088,22,528584,NA,NA,NA,NA,NA,NA
2022-09-29,Asia,SEARO,India,IN,4272,44583360,27,528611,NA,NA,NA,NA,NA,NA
2022-09-30,Asia,SEARO,India,IN,3947,44587307,18,528629,NA,NA,NA,NA,NA,NA
2022-10-01,Asia,SEARO,India,IN,3805,44591112,26,528655,NA,NA,NA,NA,NA,NA
2022-10-02,Asia,SEARO,India,IN,3375,44594487,18,528673,NA,NA,NA,NA,NA,NA
2022-10-03,Asia,SEARO,India,IN,3011,44597498,28,528701,NA,NA,NA,NA,NA,NA
2022-10-04,Asia,SEARO,India,IN,1968,44599466,15,528716,NA,NA,NA,NA,NA,NA
2022-10-05,Asia,SEARO,India,IN,2468,44601934,17,528733,NA,NA,NA,NA,NA,NA
2022-10-06,Asia,SEARO,India,IN,2529,44604463,12,528745,NA,NA,NA,NA,NA,NA
2022-10-07,Asia,SEARO,India,IN,1997,44606460,9,528754,NA,NA,NA,NA,NA,NA
2022-10-08,Asia,SEARO,India,IN,2797,44609257,24,528778,NA,NA,NA,NA,NA,NA
2022-10-09,Asia,SEARO,India,IN,2756,44612013,21,528799,NA,NA,NA,NA,NA,NA
2022-10-10,Asia,SEARO,India,IN,2424,44614437,15,528814,NA,NA,NA,NA,NA,NA
2022-10-11,Asia,SEARO,India,IN,1957,44616394,8,528822,NA,NA,NA,NA,NA,NA
2022-10-12,Asia,SEARO,India,IN,2139,44618533,13,528835,NA,NA,NA,NA,NA,NA
2022-10-13,Asia,SEARO,India,IN,2786,44621319,12,528847,NA,NA,NA,NA,NA,NA
2022-10-14,Asia,SEARO,India,IN,2678,44623997,10,528857,NA,NA,NA,NA,NA,NA
2022-10-15,Asia,SEARO,India,IN,2430,44626427,17,528874,NA,NA,NA,NA,NA,NA
2022-10-16,Asia,SEARO,India,IN,2401,44628828,21,528895,NA,NA,NA,NA,NA,NA
2022-10-17,Asia,SEARO,India,IN,2060,44630888,10,528905,NA,NA,NA,NA,NA,NA
2022-10-18,Asia,SEARO,India,IN,1542,44632430,8,528913,NA,NA,NA,NA,NA,NA
2022-10-19,Asia,SEARO,India,IN,1946,44634376,10,528923,NA,NA,NA,NA,NA,NA
2022-10-20,Asia,SEARO,India,IN,2141,44636517,20,528943,NA,NA,NA,NA,NA,NA
2022-10-21,Asia,SEARO,India,IN,2119,44638636,10,528953,NA,NA,NA,NA,NA,NA
2022-10-22,Asia,SEARO,India,IN,2112,44640748,4,528957,NA,NA,NA,NA,NA,NA
2022-10-23,Asia,SEARO,India,IN,1994,44642742,4,528961,NA,NA,NA,NA,NA,NA
2022-10-24,Asia,SEARO,India,IN,1334,44644076,16,528977,NA,NA,NA,NA,NA,NA
2022-10-25,Asia,SEARO,India,IN,862,44644938,3,528980,NA,NA,NA,NA,NA,NA
2022-10-26,Asia,SEARO,India,IN,830,44645768,1,528981,NA,NA,NA,NA,NA,NA
2022-10-27,Asia,SEARO,India,IN,1112,44646880,6,528987,NA,NA,NA,NA,NA,NA
2022-10-28,Asia,SEARO,India,IN,2208,44649088,12,528999,NA,NA,NA,NA,NA,NA
2022-10-29,Asia,SEARO,India,IN,1574,44650662,9,529008,NA,NA,NA,NA,NA,NA
2022-10-30,Asia,SEARO,India,IN,1604,44652266,8,529016,NA,NA,NA,NA,NA,NA
2022-10-31,Asia,SEARO,India,IN,1326,44653592,8,529024,NA,NA,NA,NA,NA,NA
2022-11-01,Asia,SEARO,India,IN,1046,44654638,53,529077,NA,NA,NA,NA,NA,NA
2022-11-02,Asia,SEARO,India,IN,1190,44655828,1375,530452,NA,NA,NA,NA,NA,NA
2022-11-03,Asia,SEARO,India,IN,1321,44657149,9,530461,NA,NA,NA,NA,NA,NA
2022-11-04,Asia,SEARO,India,IN,1216,44658365,18,530479,NA,NA,NA,NA,NA,NA
2022-11-05,Asia,SEARO,India,IN,1082,44659447,7,530486,NA,NA,NA,NA,NA,NA
2022-11-06,Asia,SEARO,India,IN,1132,44660579,14,530500,NA,NA,NA,NA,NA,NA
2022-11-07,Asia,SEARO,India,IN,937,44661516,9,530509,NA,NA,NA,NA,NA,NA
2022-11-08,Asia,SEARO,India,IN,625,44662141,0,530509,NA,NA,NA,NA,NA,NA
2022-11-09,Asia,SEARO,India,IN,811,44662952,2,530511,NA,NA,NA,NA,NA,NA
2022-11-10,Asia,SEARO,India,IN,1016,44663968,3,530514,NA,NA,NA,NA,NA,NA
2022-11-11,Asia,SEARO,India,IN,842,44664810,6,530520,NA,NA,NA,NA,NA,NA
2022-11-12,Asia,SEARO,India,IN,833,44665643,8,530528,NA,NA,NA,NA,NA,NA
2022-11-13,Asia,SEARO,India,IN,734,44666377,3,530531,NA,NA,NA,NA,NA,NA
2022-11-14,Asia,SEARO,India,IN,547,44666924,1,530532,NA,NA,NA,NA,NA,NA
2022-11-15,Asia,SEARO,India,IN,0,44666175,1,530533,NA,NA,NA,NA,NA,NA
2022-11-16,Asia,SEARO,India,IN,501,44666676,2,530535,NA,NA,NA,NA,NA,NA
2022-11-17,Asia,SEARO,India,IN,635,44667311,11,530546,NA,NA,NA,NA,NA,NA
2022-11-18,Asia,SEARO,India,IN,656,44667967,7,530553,NA,NA,NA,NA,NA,NA
2022-11-19,Asia,SEARO,India,IN,556,44668523,17,530570,NA,NA,NA,NA,NA,NA
2022-11-20,Asia,SEARO,India,IN,492,44669015,4,530574,NA,NA,NA,NA,NA,NA
2022-11-21,Asia,SEARO,India,IN,406,44669421,12,530586,NA,NA,NA,NA,NA,NA
2022-11-22,Asia,SEARO,India,IN,294,44669715,5,530591,NA,NA,NA,NA,NA,NA
2022-11-23,Asia,SEARO,India,IN,360,44670075,5,530596,NA,NA,NA,NA,NA,NA
2022-11-24,Asia,SEARO,India,IN,408,44670483,5,530601,NA,NA,NA,NA,NA,NA
2022-11-25,Asia,SEARO,India,IN,347,44670830,3,530604,NA,NA,NA,NA,NA,NA
2022-11-26,Asia,SEARO,India,IN,389,44671219,4,530608,NA,NA,NA,NA,NA,NA
2022-11-27,Asia,SEARO,India,IN,343,44671562,4,530612,NA,NA,NA,NA,NA,NA
2022-11-28,Asia,SEARO,India,IN,291,44671853,2,530614,NA,NA,NA,NA,NA,NA
2022-11-29,Asia,SEARO,India,IN,215,44672068,1,530615,NA,NA,NA,NA,NA,NA
2022-11-30,Asia,SEARO,India,IN,279,44672347,5,530620,NA,NA,NA,NA,NA,NA
2022-12-01,Asia,SEARO,India,IN,291,44672638,2,530622,NA,NA,NA,NA,NA,NA
2022-12-02,Asia,SEARO,India,IN,275,44672913,2,530624,NA,NA,NA,NA,NA,NA
2022-12-03,Asia,SEARO,India,IN,253,44673166,3,530627,NA,NA,NA,NA,NA,NA
2022-12-04,Asia,SEARO,India,IN,226,44673392,1,530628,NA,NA,NA,NA,NA,NA
2022-12-05,Asia,SEARO,India,IN,226,44673618,2,530630,NA,NA,NA,NA,NA,NA
2022-12-06,Asia,SEARO,India,IN,165,44673783,3,530633,NA,NA,NA,NA,NA,NA
2022-12-07,Asia,SEARO,India,IN,166,44673949,5,530638,NA,NA,NA,NA,NA,NA
2022-12-08,Asia,SEARO,India,IN,241,44674190,9,530647,NA,NA,NA,NA,NA,NA
2022-12-09,Asia,SEARO,India,IN,249,44674439,6,530653,NA,NA,NA,NA,NA,NA
2022-12-10,Asia,SEARO,India,IN,210,44674649,1,530654,NA,NA,NA,NA,NA,NA
2022-12-11,Asia,SEARO,India,IN,173,44674822,4,530658,NA,NA,NA,NA,NA,NA
